"","name"
"1","Feierabend"
"2","Altstadt"
"3","Rhein Haus"
"4","Bavarian Meats"
"5","Queen Anne Beerhall"
"6","Die BierStube"
"7","Uli's Famous Sausage"
"8","Prost! Tavern"
"9","Prost! West Seattle"
"10","Shultzy's Sausage"
"11","The Peoples Pub"
"12","The Berliner Döner Kebab"
"14","Bernard's On Seneca"
"15","Das Brat Wagen"
"16","Liebchen Delicatessen"
"17","Beez Neez Gourmet Sausages"
